Project,subject_id,Hemisphere,Intersections White-Pial,Total Triangles White,Total Triangles Pial,File white,File pial
corticalflow++,205220,lh,167,684961,686747,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_205220_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_205220_C_mwrm_lh_pial.stl
corticalflow++,214221,lh,107,688021,686856,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_214221_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_214221_C_mwrm_lh_pial.stl
corticalflow++,289555,lh,156,688499,688707,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_289555_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_289555_C_mwrm_lh_pial.stl
corticalflow++,212217,lh,27,684300,685207,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_212217_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_212217_C_mwrm_lh_pial.stl
corticalflow++,285345,lh,147,685813,688118,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_285345_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_285345_C_mwrm_lh_pial.stl
corticalflow++,257845,lh,270,692917,692035,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_257845_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_257845_C_mwrm_lh_pial.stl
corticalflow++,280739,lh,107,689660,690823,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_280739_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_280739_C_mwrm_lh_pial.stl
corticalflow++,227432,lh,20,678569,679234,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_227432_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_227432_C_mwrm_lh_pial.stl
corticalflow++,257542,lh,30,689547,689442,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_257542_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_257542_C_mwrm_lh_pial.stl
corticalflow++,237334,lh,232,690507,691848,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_237334_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_237334_C_mwrm_lh_pial.stl
corticalflow++,209127,lh,207,685176,683554,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_209127_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_209127_C_mwrm_lh_pial.stl
corticalflow++,209329,lh,209,687266,687824,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_209329_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_209329_C_mwrm_lh_pial.stl
corticalflow++,212318,lh,52,682389,683360,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_212318_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_212318_C_mwrm_lh_pial.stl
corticalflow++,217429,lh,80,687473,688431,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_217429_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_217429_C_mwrm_lh_pial.stl
corticalflow++,205826,lh,173,686628,688406,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_205826_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_205826_C_mwrm_lh_pial.stl
corticalflow++,201111,lh,162,682862,684430,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_201111_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_201111_C_mwrm_lh_pial.stl
corticalflow++,248339,lh,143,686838,686426,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_248339_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_248339_C_mwrm_lh_pial.stl
corticalflow++,249947,lh,124,687419,686882,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_249947_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_249947_C_mwrm_lh_pial.stl
corticalflow++,205119,lh,89,686026,688109,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_205119_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_205119_C_mwrm_lh_pial.stl
corticalflow++,212015,lh,83,687583,688964,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_212015_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_212015_C_mwrm_lh_pial.stl
corticalflow++,224022,lh,59,687665,689953,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_224022_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_224022_C_mwrm_lh_pial.stl
corticalflow++,280941,lh,144,691172,690599,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_280941_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_280941_C_mwrm_lh_pial.stl
corticalflow++,231928,lh,106,689761,691915,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_231928_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_231928_C_mwrm_lh_pial.stl
corticalflow++,298455,lh,1808,705674,706897,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_298455_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_298455_C_mwrm_lh_pial.stl
corticalflow++,220721,lh,4,691218,692057,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_220721_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_220721_C_mwrm_lh_pial.stl
corticalflow++,283543,lh,136,691901,697178,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_283543_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_283543_C_mwrm_lh_pial.stl
corticalflow++,200311,lh,102,685399,688903,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_200311_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_200311_C_mwrm_lh_pial.stl
corticalflow++,270332,lh,60,696641,696969,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_270332_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_270332_C_mwrm_lh_pial.stl
corticalflow++,223929,lh,76,686729,688010,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_223929_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_223929_C_mwrm_lh_pial.stl
corticalflow++,213421,lh,151,692393,694394,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_213421_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_213421_C_mwrm_lh_pial.stl
corticalflow++,211417,lh,82,689018,690592,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_211417_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_211417_C_mwrm_lh_pial.stl
corticalflow++,268850,lh,100,689503,692563,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_268850_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_268850_C_mwrm_lh_pial.stl
corticalflow++,221319,lh,106,687525,687447,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_221319_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_221319_C_mwrm_lh_pial.stl
corticalflow++,211922,lh,172,689824,688780,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_211922_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_211922_C_mwrm_lh_pial.stl
corticalflow++,200614,lh,37,688113,686879,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_200614_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_200614_C_mwrm_lh_pial.stl
corticalflow++,233326,lh,42,687527,689329,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_233326_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_233326_C_mwrm_lh_pial.stl
corticalflow++,268749,lh,68,692365,692206,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_268749_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_268749_C_mwrm_lh_pial.stl
corticalflow++,208024,lh,0,686049,685947,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_208024_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_208024_C_mwrm_lh_pial.stl
corticalflow++,206222,lh,137,691441,691125,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_206222_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_206222_C_mwrm_lh_pial.stl
corticalflow++,205725,lh,317,690213,690979,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_205725_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_205725_C_mwrm_lh_pial.stl
corticalflow++,207628,lh,210,687687,689512,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_207628_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_207628_C_mwrm_lh_pial.stl
corticalflow++,202113,lh,129,693216,693385,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_202113_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_202113_C_mwrm_lh_pial.stl
corticalflow++,203418,lh,0,685926,685120,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_203418_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_203418_C_mwrm_lh_pial.stl
corticalflow++,284646,lh,68,688654,688811,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_284646_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_284646_C_mwrm_lh_pial.stl
corticalflow++,212116,lh,285,695702,698559,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_212116_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_212116_C_mwrm_lh_pial.stl
corticalflow++,208125,lh,125,688193,689864,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_208125_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_208125_C_mwrm_lh_pial.stl
corticalflow++,236130,lh,237,693999,689343,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_236130_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_236130_C_mwrm_lh_pial.stl
corticalflow++,207123,lh,87,689384,691736,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_207123_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_207123_C_mwrm_lh_pial.stl
corticalflow++,255639,lh,229,694091,695131,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_255639_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_255639_C_mwrm_lh_pial.stl
corticalflow++,287248,lh,187,694033,693031,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_287248_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_287248_C_mwrm_lh_pial.stl
corticalflow++,204319,lh,34,690935,689735,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_204319_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_204319_C_mwrm_lh_pial.stl
corticalflow++,251833,lh,134,692160,690426,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_251833_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_251833_C_mwrm_lh_pial.stl
corticalflow++,221218,lh,612,689132,692236,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_221218_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_221218_C_mwrm_lh_pial.stl
corticalflow++,293748,lh,2128,712874,714944,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_293748_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_293748_C_mwrm_lh_pial.stl
corticalflow++,202719,lh,166,691075,690803,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_202719_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_202719_C_mwrm_lh_pial.stl
corticalflow++,214019,lh,191,691880,690679,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_214019_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_214019_C_mwrm_lh_pial.stl
corticalflow++,207426,lh,166,691919,692649,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_207426_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_207426_C_mwrm_lh_pial.stl
corticalflow++,208226,lh,270,682833,682169,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_208226_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_208226_C_mwrm_lh_pial.stl
corticalflow++,200917,lh,1218,689537,689935,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_200917_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_200917_C_mwrm_lh_pial.stl
corticalflow++,210415,lh,215,692187,691831,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_210415_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_210415_C_mwrm_lh_pial.stl
corticalflow++,217126,lh,111,691137,690915,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_217126_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_217126_C_mwrm_lh_pial.stl
corticalflow++,212419,lh,120,689834,686376,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_212419_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_212419_C_mwrm_lh_pial.stl
corticalflow++,204622,lh,9,686221,683095,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_204622_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_204622_C_mwrm_lh_pial.stl
corticalflow++,203923,lh,137,691584,691225,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_203923_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/corticalflow++/corticalflow++_203923_C_mwrm_lh_pial.stl
