Project,subject_id,Hemisphere,Intersections White-Pial,Total Triangles White,Total Triangles Pial,File white,File pial
cortexode,255639,lh,0,202347,203103,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_255639_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_255639_C_mwrm_lh_pial.stl
cortexode,214019,lh,1,210236,211167,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_214019_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_214019_C_mwrm_lh_pial.stl
cortexode,221319,lh,0,205020,205910,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_221319_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_221319_C_mwrm_lh_pial.stl
cortexode,212318,lh,0,208551,209198,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_212318_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_212318_C_mwrm_lh_pial.stl
cortexode,203721,lh,0,207075,207490,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_203721_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_203721_C_mwrm_lh_pial.stl
cortexode,228434,lh,938,210155,211930,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_228434_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_228434_C_mwrm_lh_pial.stl
cortexode,245333,lh,0,209017,209899,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_245333_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_245333_C_mwrm_lh_pial.stl
cortexode,280739,lh,0,206092,206876,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_280739_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_280739_C_mwrm_lh_pial.stl
cortexode,246133,lh,10,209281,210029,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_246133_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_246133_C_mwrm_lh_pial.stl
cortexode,212217,lh,2,211926,212739,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_212217_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_212217_C_mwrm_lh_pial.stl
cortexode,250932,lh,30,209982,211179,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_250932_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_250932_C_mwrm_lh_pial.stl
cortexode,205220,lh,0,212048,212547,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_205220_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_205220_C_mwrm_lh_pial.stl
cortexode,201414,lh,0,214431,215514,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_201414_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_201414_C_mwrm_lh_pial.stl
cortexode,217429,lh,13,215039,216074,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_217429_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_217429_C_mwrm_lh_pial.stl
cortexode,237334,lh,24,213920,214664,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_237334_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_237334_C_mwrm_lh_pial.stl
cortexode,221218,lh,20,211488,212547,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_221218_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_221218_C_mwrm_lh_pial.stl
cortexode,275645,lh,32,215144,216246,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_275645_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_275645_C_mwrm_lh_pial.stl
cortexode,285345,lh,70,212326,213618,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_285345_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_285345_C_mwrm_lh_pial.stl
cortexode,208428,rh,0,180369,181346,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_208428_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_208428_C_mwrm_rh_pial.stl
cortexode,200008,lh,0,215817,217018,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_200008_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_200008_C_mwrm_lh_pial.stl
cortexode,250427,lh,3,212694,212857,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_250427_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_250427_C_mwrm_lh_pial.stl
cortexode,295146,lh,0,214481,215265,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_295146_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_295146_C_mwrm_lh_pial.stl
cortexode,208226,lh,0,218284,218654,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_208226_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_208226_C_mwrm_lh_pial.stl
cortexode,214221,lh,3,214026,214992,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_214221_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_214221_C_mwrm_lh_pial.stl
cortexode,256540,lh,0,214495,215246,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_256540_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_256540_C_mwrm_lh_pial.stl
cortexode,231928,lh,0,214641,215622,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_231928_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_231928_C_mwrm_lh_pial.stl
cortexode,249947,lh,0,219548,220621,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_249947_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_249947_C_mwrm_lh_pial.stl
cortexode,209127,lh,0,218274,219144,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_209127_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_209127_C_mwrm_lh_pial.stl
cortexode,211922,lh,8,225984,226650,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_211922_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_211922_C_mwrm_lh_pial.stl
cortexode,207426,lh,10,225351,225776,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_207426_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_207426_C_mwrm_lh_pial.stl
cortexode,212116,lh,13,224130,224518,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_212116_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_212116_C_mwrm_lh_pial.stl
cortexode,203418,lh,7,222261,222724,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_203418_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_203418_C_mwrm_lh_pial.stl
cortexode,212419,lh,0,228107,228432,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_212419_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_212419_C_mwrm_lh_pial.stl
cortexode,205725,rh,0,186482,187035,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_205725_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_205725_C_mwrm_rh_pial.stl
cortexode,211417,lh,7,225256,225979,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_211417_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_211417_C_mwrm_lh_pial.stl
cortexode,217126,lh,0,224170,225243,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_217126_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_217126_C_mwrm_lh_pial.stl
cortexode,200614,lh,14,228786,229580,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_200614_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_200614_C_mwrm_lh_pial.stl
cortexode,297655,rh,0,185243,185448,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_297655_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_297655_C_mwrm_rh_pial.stl
cortexode,200311,lh,0,231268,231862,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_200311_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_200311_C_mwrm_lh_pial.stl
cortexode,289555,rh,0,188588,188452,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_289555_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_289555_C_mwrm_rh_pial.stl
cortexode,268850,lh,0,231637,232178,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_268850_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_268850_C_mwrm_lh_pial.stl
cortexode,280941,lh,0,233944,233600,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_280941_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_280941_C_mwrm_lh_pial.stl
cortexode,200917,lh,31,232232,232096,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_200917_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_200917_C_mwrm_lh_pial.stl
cortexode,293748,rh,0,189618,189740,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_293748_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_293748_C_mwrm_rh_pial.stl
cortexode,227432,lh,20,230259,231820,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_227432_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_227432_C_mwrm_lh_pial.stl
cortexode,204420,rh,24,197560,197774,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_204420_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_204420_C_mwrm_rh_pial.stl
cortexode,236130,lh,3,232196,232496,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_236130_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_236130_C_mwrm_lh_pial.stl
cortexode,211114,lh,0,238318,238753,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_211114_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_211114_C_mwrm_lh_pial.stl
cortexode,224022,rh,0,195904,195853,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_224022_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_224022_C_mwrm_rh_pial.stl
cortexode,201111,lh,0,239998,240135,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_201111_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_201111_C_mwrm_lh_pial.stl
cortexode,284646,lh,0,230432,231333,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_284646_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_284646_C_mwrm_lh_pial.stl
cortexode,257542,lh,0,237300,237652,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_257542_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_257542_C_mwrm_lh_pial.stl
cortexode,209228,lh,16,234744,235607,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_209228_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_209228_C_mwrm_lh_pial.stl
cortexode,211316,rh,0,195546,196488,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_211316_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_211316_C_mwrm_rh_pial.stl
cortexode,200109,lh,0,236064,237085,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_200109_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_200109_C_mwrm_lh_pial.stl
cortexode,214625,lh,0,236596,237457,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_214625_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_214625_C_mwrm_lh_pial.stl
cortexode,239944,lh,0,235656,236667,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_239944_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_239944_C_mwrm_lh_pial.stl
cortexode,204521,rh,15,200181,200242,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_204521_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_204521_C_mwrm_rh_pial.stl
cortexode,208125,lh,0,236156,236898,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_208125_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_208125_C_mwrm_lh_pial.stl
cortexode,201818,rh,5,201280,201844,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_201818_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_201818_C_mwrm_rh_pial.stl
cortexode,204016,lh,0,241012,241900,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_204016_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_204016_C_mwrm_lh_pial.stl
cortexode,263436,lh,0,240794,241617,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_263436_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_263436_C_mwrm_lh_pial.stl
cortexode,208024,rh,0,198937,198769,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_208024_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_208024_C_mwrm_rh_pial.stl
cortexode,248339,lh,2,238136,238952,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_248339_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_248339_C_mwrm_lh_pial.stl
cortexode,210415,rh,58,197059,197143,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_210415_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_210415_C_mwrm_rh_pial.stl
cortexode,204622,lh,0,243012,243233,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_204622_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_204622_C_mwrm_lh_pial.stl
cortexode,209329,rh,0,202420,203197,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_209329_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_209329_C_mwrm_rh_pial.stl
cortexode,202719,lh,0,243082,243708,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_202719_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_202719_C_mwrm_lh_pial.stl
cortexode,203923,lh,0,247568,247908,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_203923_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_203923_C_mwrm_lh_pial.stl
cortexode,209834,rh,0,202078,202215,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_209834_C_mwrm_rh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_209834_C_mwrm_rh_pial.stl
cortexode,205826,lh,74,244450,246115,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_205826_C_mwrm_lh_white.stl,/data/users2/washbee/speedrun/mwexperiments/BrainPlots/scripts/medialwallv2/cortexode_euler/cortexode_205826_C_mwrm_lh_pial.stl
